124.978,-106.672,-1.562  ,0
50.705,-52.027,-1.515    ,0
-53.001,-21.435,-2.217   ,0
-108.535,-10.454,-9.587  ,0
-112.739,-42.766,-4.059  ,0
-103.571,-117.525,-2.811 ,0
-115.146,-133.839,-1.893 ,0
-112.57,-196.587,-1.506  ,0
-107.386,-252.373,-1.449 ,0
-28.368,-284.842,-1.369  ,0
-36.943,-308.462,-1.521  ,0
23.797,-305.428,3.036    ,0
92.91,-326.366,3.036     ,0
55.92,-375.709,3.036     ,0
62.142,-375.845,3.445    ,3
117.215,-378.398,28.957  ,0
125.192,-370.485,30.655  ,0
39.599,-342.803,47.179   ,0
-38.14,-354.496,79.442   ,0
-56.746,-372.862,81.306  ,0
-108.215,-375.748,80.608 ,0
-154.426,-345.574,71.264 ,0
-182.627,-347.672,57.714 ,0
-257.596,-425.465,3.036  ,0
-201.776,-443.766,3.036  ,0
-154.122,-459.034,2.27   ,0
-127.401,-485.025,-0.778,0
-104.054,-504.649,-0.672,0
-77.9,-536.2,-1.592      ,0
-92.43,-621.292,15.713   ,0
-96.176,-672.584,29.944  ,0
-83.207,-740.455,37.171  ,0
-118.461,-753.046,37.313 ,0
-249.046,-680.274,27.684 ,0
